482.1370239;518.0397949;489.3630371;;471.237793;;477.0915222;510.1554565;567.7071533
;;;;;;;;
;;;502.910553;;493.3595276;495.2009888;;522.1591187
523.1877441;;;;;;;;
;;;508.1947632;;;;;
523.1877441;;;;;;;;473.6290588
;591.428833;;;;;;;
;;517.5188599;469.4745483;;;;;
